customer_id,first_name,last_name,date_of_birth,ssn_hash,email,phone_primary,customer_since,customer_status,segment_code,branch_id,created_ts,updated_ts
471,Rick,Walker,1959-01-27,sha256_000470,user470@example.com,555-247-3278,2020-06-19,I,DIGITAL,189,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
472,Amy,Brown,1954-08-26,sha256_000471,user471@example.com,555-886-1270,2018-01-31,A,PREMIER,398,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
473,Robert,Colon,1979-07-30,sha256_000472,user472@example.com,555-441-2070,2016-11-29,A,STANDARD,393,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
474,Jamie,Blankenship,1977-03-19,sha256_000473,user473@example.com,555-241-9250,2016-12-22,A,BASIC,454,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
475,Robert,Turner,1966-01-14,sha256_000474,user474@example.com,555-101-3893,2023-06-20,A,PREMIER,219,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
476,Rebecca,Ortiz,1955-12-18,sha256_000475,user475@example.com,555-922-6472,2021-12-02,A,STANDARD,186,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
477,Brandy,Taylor,1951-10-19,sha256_000476,user476@example.com,555-164-5184,2024-07-07,A,STANDARD,319,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
478,Heather,Shah,2007-04-24,sha256_000477,user477@example.com,555-972-4603,2015-01-07,A,BASIC,312,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
479,Melissa,Torres,1964-01-29,sha256_000478,user478@example.com,555-575-5786,2019-06-06,A,PREFERRED,263,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
480,Kathy,Vasquez,2001-03-13,sha256_000479,user479@example.com,555-693-2684,2015-02-24,A,STANDARD,411,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
481,Omar,Davis,1989-03-24,sha256_000480,user480@example.com,555-854-9896,2014-09-03,A,DIGITAL,419,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
482,Adam,Clay,1952-12-21,sha256_000481,user481@example.com,555-228-8363,2012-06-09,I,PREMIER,198,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
483,Michael,Taylor,1991-09-25,sha256_000482,user482@example.com,555-834-7673,2015-07-11,A,BASIC,418,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
484,Karen,Chavez,1955-02-26,sha256_000483,user483@example.com,555-433-5218,2013-07-07,A,BASIC,192,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
485,Melissa,Santiago,1977-07-04,sha256_000484,user484@example.com,555-854-2375,2014-09-22,A,DIGITAL,263,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
486,Stephanie,Paul,1992-12-05,sha256_000485,user485@example.com,555-845-9285,2013-06-04,A,DIGITAL,110,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
487,Robert,Bautista,1986-02-16,sha256_000486,user486@example.com,555-713-4072,2014-02-19,A,DIGITAL,236,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
488,Julie,Barnes,1972-12-20,sha256_000487,user487@example.com,555-602-1450,2020-02-13,A,DIGITAL,483,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
489,Amy,Newton,1957-04-11,sha256_000488,user488@example.com,555-937-4081,2021-07-05,A,BASIC,277,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
490,Carrie,Moore,1967-12-06,sha256_000489,user489@example.com,555-151-8149,2010-09-27,A,STANDARD,384,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
491,Jeffrey,Perry,1946-01-09,sha256_000490,user490@example.com,555-691-6603,2019-08-04,A,STANDARD,143,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
492,Jeffrey,Garcia,1950-05-29,sha256_000491,user491@example.com,555-148-7756,2015-06-25,A,DIGITAL,354,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
493,Ryan,Burns,1958-01-24,sha256_000492,user492@example.com,555-672-8141,2022-06-29,I,PREMIER,248,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
494,Anthony,Russell,1968-02-16,sha256_000493,user493@example.com,555-843-2907,2017-10-28,A,BASIC,397,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
495,Matthew,Lynn,1989-02-05,sha256_000494,user494@example.com,555-289-9313,2015-11-14,A,DIGITAL,471,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
496,Erin,Johnson,1980-11-18,sha256_000495,user495@example.com,555-577-4941,2013-12-13,A,DIGITAL,312,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
497,Richard,Wood,2000-07-18,sha256_000496,user496@example.com,555-358-6750,2015-12-08,I,PREFERRED,141,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
498,Frederick,Ramos,1983-06-15,sha256_000497,user497@example.com,555-777-1020,2019-03-27,I,PREFERRED,290,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
499,Tanner,Sampson,1946-06-23,sha256_000498,user498@example.com,555-596-9939,2007-04-08,A,STANDARD,149,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
500,David,Foley,1979-12-29,sha256_000499,user499@example.com,555-352-3527,2016-03-16,I,DIGITAL,279,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
